date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:50	887/887	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:26:49%20GMT	https://betterproposals.io/2/img/icons/favicon_57.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/img/icons/favicon_57.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:50	1647/1647	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:26:49%20GMT	https://betterproposals.io/2/img/icons/favicon_114.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/img/icons/favicon_114.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:50	1196/1196	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:26:50%20GMT	https://betterproposals.io/2/img/icons/favicon_72.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/img/icons/favicon_72.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:51	1950/1950	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:26:50%20GMT	https://betterproposals.io/2/img/icons/favicon_144.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/img/icons/favicon_144.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:51	89476/89476	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:26:50%20GMT	https://betterproposals.io/2/editor/js/jquery-3.5.1.min.js	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/jquery-3.5.1.min.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:51	65210/65210	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:26:50%20GMT	https://betterproposals.io/hosted_scripts/jquery-validation-engine/js/jquery.validationEngine.js	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/hosted_scripts/jquery-validation-engine/js/jquery.validationEngine.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:51	10563/10563	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:26:51%20GMT	https://betterproposals.io/hosted_scripts/jquery-validation-engine/js/languages/jquery.validationEngine-en.js	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/hosted_scripts/jquery-validation-engine/js/languages/jquery.validationEngine-en.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:52	2709/2709	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Jul%202022%2017:26:51%20GMT	https://betterproposals.io/hosted_scripts/jquery-validation-engine/css/validationEngine.jquery.css	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/hosted_scripts/jquery-validation-engine/css/validationEngine.jquery.css	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:52	7852/7852	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:26:51%20GMT	https://betterproposals.io/img/layout/logo-newwhite.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/img/layout/logo-newwhite.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:52	8363/8363	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:26:51%20GMT	https://betterproposals.io/2/img/layout/NEW_BlackYourLogo.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/img/layout/NEW_BlackYourLogo.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:54	40081/40081	---M--	200	added ('OK')	image/png	etag:%221a1dfcf0859ccacca62f39f947cb5ef7%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu49479187511634724314585png_9787.png	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu49479187511634724314585png_9787.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:54	1320/1320	---M--	200	added ('OK')	image/png	etag:%22b4d2141a4d3e645f94ef59412d908b1b%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu501855194121634725697234png_4002.png	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu501855194121634725697234png_4002.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:55	264502/264502	---M--	200	added ('OK')	image/jpeg	etag:%226029ac779596be8372f1a3053eeeb936%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Full_Images/Templates---LIVE_young-contemporary-webdesigner-pointing-application-design-touchpad-screen-while-working-new-interfacejpg_4020.jpg	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Full_Images/Templates---LIVE_young-contemporary-webdesigner-pointing-application-design-touchpad-screen-while-working-new-interfacejpg_4020.1d.de	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:55	1758/1758	---M--	200	added ('OK')	image/png	etag:%22d7b5072891f5841d3b33ced27c262701%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu590500613131634725717407png_7699.png	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu590500613131634725717407png_7699.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:56	1315/1315	---M--	200	added ('OK')	image/png	etag:%2265af71e0e942c137eca56c2eef72807c%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu112495361141634725724957png_4019.png	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu112495361141634725724957png_4019.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:57	1286/1286	---M--	200	added ('OK')	image/png	etag:%22dfb2b1d734c5d8107e6bcfc185c67295%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu412548356151634725735093png_9787.png	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu412548356151634725735093png_9787.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:26:58	1336/1336	---M--	200	added ('OK')	image/png	etag:%225d0a954adbe28e073b80625c8b7b026f%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu584629478161634725748227png_9787.png	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Editor_Images/Templates---LIVE_mceu584629478161634725748227png_9787.png	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:00	637148/637148	---M--	200	added ('OK')	image/jpeg	etag:%2237b11b9dbe6591844a83ac85696dd738%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Full_Images/Templates---LIVE_hands-point-web-design-documentjpg_6234.jpg	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Full_Images/Templates---LIVE_hands-point-web-design-documentjpg_6234.jpg	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:00	133022/133022	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:26:59%20GMT	https://betterproposals.io/2/editor/js/uikit.min.js	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/uikit.min.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:01	317848/317848	---M--	200	added ('OK')	image/jpeg	etag:%22e5195c37c2a60d201b19858999074924%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Full_Images/Templates---LIVE_designing-application-mobile-phone-specialist-create-prototype-user-experiencejpg_9787.jpg	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Full_Images/Templates---LIVE_designing-application-mobile-phone-specialist-create-prototype-user-experiencejpg_9787.jpg	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:01	304530/304530	---M--	200	added ('OK')	image/jpeg	etag:%227f3f9bcdcde65821ec9be76eba6b4b40%22	https://businessautomation.s3.eu-west-1.amazonaws.com/Template_Full_Images/Templates---LIVE_creative-web-designer-planning-application-developing-template-layout-framework-mobile-phone-user-experience-ux-conceptjpg_5993.jpg	C:/My%20Web%20Sites/web%20design%20proposal/businessautomation.s3.eu-west-1.amazonaws.com/Template_Full_Images/Templates---LIVE_creative-web-designer-planning-application-developing-template-layout-framework-mobile-phone-user-experience-ux-conc	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:01	64028/64028	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:00%20GMT	https://betterproposals.io/2/editor/js/uikit-icons.min.js	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/uikit-icons.min.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:02	2115/2115	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:01%20GMT	https://betterproposals.io/2/editor/js/jquery.slidereveal.min.js	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/jquery.slidereveal.min.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:02	9380/9380	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:01%20GMT	https://betterproposals.io/hosted_scripts/signature_pad/signature_pad.min.js	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/hosted_scripts/signature_pad/signature_pad.min.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:02	11698/11698	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:01%20GMT	https://betterproposals.io/2/editor/node_modules/morphdom/dist/morphdom-umd.min.js	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/node_modules/morphdom/dist/morphdom-umd.min.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:02	8426/8426	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:02%20GMT	https://betterproposals.io/2/editor/js/util.js?v=1.0.5	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/util3447.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:03	12549/12549	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:02%20GMT	https://betterproposals.io/2/editor/js/document.js?v=1.0.9	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/document21cd.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:03	15321/15321	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:02%20GMT	https://betterproposals.io/2/editor/js/page.js?v=1.0.6	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/pagec924.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:03	26625/26625	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:02%20GMT	https://betterproposals.io/2/editor/js/element.js?v=1.0.5	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/element3447.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:03	32349/32349	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:03%20GMT	https://betterproposals.io/2/editor/js/blocks/quote-lineitem.js?v=1.0.7	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/blocks/quote-lineitemf2ad.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:06	5305/5305	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:05%20GMT	https://betterproposals.io/2/editor/js/blocks/quote-table.js?v=1.0.5	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/blocks/quote-table3447.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:06	7482/7482	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:06%20GMT	https://betterproposals.io/2/editor/js/sidebars/common.js?v=1.0.5	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/sidebars/common3447.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:07	40808/40808	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20Jul%202022%2017:27:06%20GMT	https://betterproposals.io/2/editor/js/sweetalert.min.js?v=1.0.5	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/js/sweetalert.min3447.js	(from https://betterproposals.io/template/index.php?ProposalID=VRIxrvGyg15ozxHv4s2HlrJQEXhAhbE85A4hO2EaNjY&cat=website)
22:27:07	25227/25227	---M--	200	added ('OK')	image/gif	date:Thu,%2007%20Jul%202022%2017:27:06%20GMT	https://betterproposals.io/2/img/proposal-icons/loading.gif	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/img/proposal-icons/loading.gif	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:07	819/819	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:06%20GMT	https://betterproposals.io/2/editor/images/sidebar-icons/background-none.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/images/sidebar-icons/background-none.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:07	639/639	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:07%20GMT	https://betterproposals.io/2/editor/images/sidebar-icons/transparent.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/2/editor/images/sidebar-icons/transparent.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:08	213/213	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:07%20GMT	https://betterproposals.io/proposal/img/patterns/diagonal.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/diagonal.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:08	269/269	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:07%20GMT	https://betterproposals.io/proposal/img/patterns/grid.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/grid.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:08	194/194	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:07%20GMT	https://betterproposals.io/proposal/img/patterns/horizontal.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/horizontal.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:09	9687/9687	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:08%20GMT	https://betterproposals.io/proposal/img/patterns/metal.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/metal.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:09	8790/8790	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:08%20GMT	https://betterproposals.io/proposal/img/patterns/photography.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/photography.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:09	18773/18773	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:08%20GMT	https://betterproposals.io/proposal/img/patterns/sayagata.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/sayagata.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:09	8004/8004	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:08%20GMT	https://betterproposals.io/proposal/img/patterns/shapes.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/shapes.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:09	7440/7440	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:09%20GMT	https://betterproposals.io/proposal/img/patterns/spider.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/spider.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:10	255/255	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:09%20GMT	https://betterproposals.io/proposal/img/patterns/square.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/square.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
22:27:10	414/414	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:27:09%20GMT	https://betterproposals.io/proposal/img/patterns/star.png	C:/My%20Web%20Sites/web%20design%20proposal/betterproposals.io/proposal/img/patterns/star.png	(from https://betterproposals.io/2/editor/css/main.css?v=1.0.0)
